"_IDSKU (Não alterável)","_NomeSKU","_EANSKU","_CodigoReferenciaSKU","_IDProduto (Não alterável)","_NomeProduto (Obrigatório)","_ProdutoAtivo (Não alterável)","_CodigoReferenciaProduto","_LinkTexto (Não alterável)","_TituloSite","_IDFornecedor","_IDDepartamento (Não alterável)","_NomeDepartamento","_IDCategoria","_NomeCategoria","_IDMarca","_Lojas"
"1564","80 ml","8433982015069","","1525","Perfume Benetton Colors Pink Feminino Eau de Toilette 80 ml","NÃO","","perfume-benetton-colors-pink-feminino-eau-de-toilette-80-ml","Benetton Colors Pink Feminino Eau de Toilette 80 ml","","3","Perfumes","86","Perfume","2000073",""
"1565","80 ml","8433982016134","","1513","Perfume Benetton Colors Holo Feminino Eau de Toilette 80 ml","SIM","","perfume-benetton-colors-holo-feminino-eau-de-toilette-80-ml","Benetton Colors Holo Feminino Eau de Toilette 80 ml","","3","Perfumes","86","Perfume","2000073",""
"1566","50 ml","8433982015151","","1526","Perfume Benetton Colors Purple Feminino Eau de Toilette 50 ml","SIM","","perfume-benetton-colors-purple-feminino-eau-de-toilette-50-ml","Benetton Colors Purple Feminino Eau de Toilette 50 ml","","3","Perfumes","86","Perfume","2000073",""
"1567","80 ml","8433982007590","","1527","Perfume Benetton Colors Purple Feminino Eau de Toilette 80 ml","SIM","","perfume-benetton-colors-purple-feminino-eau-de-toilette-80-ml","Perfume Benetton Colors Purple Feminino Eau de Toilette 80 ml","","3","Perfumes","86","Perfume","2000073",""
"1568","50 ml","8433982013171","","1528","Perfume Benetton Colors Woman Rose Feminino Eau de Toilette 50 ml","SIM","","perfume-benetton-colors-woman-rose-feminino-eau-de-toilette-50-ml","Benetton Colors Woman Rose Eau de Toilette 50 ml","","3","Perfumes","86","Perfume","2000073",""
"1569","80 ml","8433982013232","","1529","Perfume Benetton Colors Woman Rose Feminino Eau de Toilette 80 ml","SIM","","perfume-benetton-colors-woman-rose-feminino-eau-de-toilette-80-ml","Benetton Colors Woman Rose Eau de Toilette 80 ml","","3","Perfumes","86","Perfume","2000073",""
"1570","100 ml","8433982002243","","1530","Perfume Benetton United Dreams Aim High Masculino Eau de Toilette 100 ml","SIM","","perfume-benetton-united-dreams-aim-high-masculino-eau-de-toilette-100-ml","Benetton United Dreams Aim High Eau de Toilette 100 ml","","3","Perfumes","86","Perfume","2000073",""
"1571","200 ml","8433982003400","","1531","Perfume Benetton United Dreams Aim High Masculino Eau de Toilette 200 ml","SIM","","perfume-benetton-united-dreams-aim-high-masculino-eau-de-toilette-200-ml","Benetton United Dreams Aim High Eau de Toilette 200 ml","","3","Perfumes","86","Perfume","2000073",""
"1572","60 ml","8433982002274","","1532","Perfume Benetton United Dreams Aim High Masculino Eau de Toilette 60 ml","SIM","","perfume-benetton-united-dreams-aim-high-masculino-eau-de-toilette-60-ml","Benetton United Dreams Aim High Eau de Toilette 60 ml","","3","Perfumes","86","Perfume","2000073",""
"1573","100 ml","8433982002281","","1533","Perfume Benetton United Dreams Be Strong Masculino Eau de Toilette 60 ml","NÃO","","perfume-benetton-united-dreams-be-strong-masculino-eau-de-toilette-60-ml","Perfume Benetton United Dreams Be Strong Masculino Eau de Toilette 60 ml","","3","Perfumes","86","Perfume","2000073",""
"1574","100 ml","8433982006692","","1547","Perfume Benetton United Dreams One Summer Masculino Eau de Toilette 100 ml","NÃO","","perfume-benetton-united-dreams-one-summer-masculino-eau-de-toilette-100-ml","Perfume Benetton United Dreams One Summer Masculino Eau de Toilette 100 ml","","3","Perfumes","86","Perfume","2000073",""
"1575","50 ml","8433982017100","","1541","Perfume Benetton United Dreams Live Free Feminino Eau de Toilette 50 ml","SIM","","perfume-benetton-united-dreams-live-free-feminino-eau-de-toilette-50-ml","Benetton United Dreams Live Free Eau de Toilette 50 ml","","3","Perfumes","86","Perfume","2000073",""
"1576","80 ml","8433982017124","","1540","Perfume Benetton United Dreams Live Free I Feminino Eau de Toilette 80 ml","NÃO","","perfume-benetton-united-dreams-live-free-feminino-eau-de-toilette-80-ml","Perfume Benetton United Dreams Live Free I Feminino Eau de Toilette 80 ml","","3","Perfumes","86","Perfume","2000073",""
"1577","80 ml","8433982017124","","1542","Perfume Benetton United Dreams Live Free II Feminino Eau de Toilette 80 ml","SIM","","perfume-benetton-united-dreams-live-free-ii-feminino-eau-de-toilette-80-ml","Benetton United Dreams Live Free Eau de Toilette 80 ml","","3","Perfumes","86","Perfume","2000073",""
"1578","50 ml","8433982017094","","1543","Perfume Benetton United Dreams Love Yourself II Feminino Eau de Toilette 50 ml","SIM","","perfume-benetton-united-dreams-love-yourself-feminino-eau-de-toilette-50-ml","Perfume Benetton United Dreams Love Yourself II Feminino Eau de Toilette 50 ml","","3","Perfumes","86","Perfume","2000073",""
"1579","50 ml","8433982017094","","1545","Perfume Benetton United Dreams Love Yourself Feminino Eau de Toilette 50 ml","SIM","","perfume-benetton-united-dreams-love-yourself-feminino-i-eau-de-toilette-50-ml","Benetton United Dreams Love Yourself Eau de Toilette 50 ml","","3","Perfumes","86","Perfume","2000073",""
"1580","80 ml","8433982000546","","1544","Perfume Benetton United Dreams Love Yourself Feminino Eau de Toilette 80 ml","SIM","","perfume-benetton-united-dreams-love-yourself-feminino-eau-de-toilette-80-ml","Perfume Benetton United Dreams Love Yourself Feminino Eau de Toilette 80 ml","","3","Perfumes","86","Perfume","2000073",""
"1581","80 ml","8433982006661","","1546","Perfume Benetton United Dreams One Love Feminino Eau de Toilette 80 ml","NÃO","","perfume-benetton-united-dreams-one-love-feminino-eau-de-toilette-80-ml","Perfume Benetton United Dreams One Love Feminino Eau de Toilette 80 ml","","3","Perfumes","86","Perfume","2000073",""
"1582","100 ml","8433982005367","","1534","Perfume Benetton United Dreams Big Masculino Eau de Toilette 100 ml","NÃO","","perfume-benetton-united-dreams-big-masculino-eau-de-toilette-100-ml","Perfume Benetton United Dreams Big Masculino Eau de Toilette 100 ml","","3","Perfumes","86","Perfume","2000073",""
"1583","200 ml","8433982010637","","1535","Perfume Benetton United Dreams Big Masculino Eau de Toilette 200 ml","NÃO","","perfume-benetton-united-dreams-big-masculino-eau-de-toilette-200-ml","Perfume Benetton United Dreams Big Masculino Eau de Toilette 200 ml","","3","Perfumes","86","Perfume","2000073",""
"1584","60 ml","8433982005381","","1536","Perfume Benetton United Dreams Big Masculino Eau de Toilette 60 ml","NÃO","","perfume-benetton-united-dreams-big-masculino-eau-de-toilette-60-ml","Perfume Benetton United Dreams Big Masculino Eau de Toilette 60 ml","","3","Perfumes","86","Perfume","2000073",""
"1585","100 ml","8433982002236","","1537","Perfume Benetton United Dreams Go Far Masculino Eau de Toilette 100 ml","NÃO","","perfume-benetton-united-dreams-go-far-masculino-eau-de-toilette-100-ml","Perfume Benetton United Dreams Go Far Masculino Eau de Toilette 100 ml","","3","Perfumes","86","Perfume","2000073",""
"1586","200 ml","8433982003394","","1538","Perfume Benetton United Dreams Go Far Masculino Eau de Toilette 200 ml","NÃO","","perfume-benetton-united-dreams-go-far-masculino-eau-de-toilette-200-ml","Perfume Benetton United Dreams Go Far Masculino Eau de Toilette 200 ml","","3","Perfumes","86","Perfume","2000073",""
"1587","60 ml","8433982002267","","1539","Perfume Benetton United Dreams Go Far Masculino Eau de Toilette 60 ml","NÃO","","perfume-benetton-united-dreams-go-far-masculino-eau-de-toilette-60-ml","Perfume Benetton United Dreams Go Far Masculino Eau de Toilette 60 ml","","3","Perfumes","86","Perfume","2000073",""
"1588","100 ml","8411061975749","","1589","Perfume Carolina Herrera CH Beauties Feminino Eau de Parfum 100 ml","NÃO","","perfume-carolina-herrera-ch-feminino-eau-de-parfum-100-ml","Perfume Carolina Herrera CH Beauties Feminino Eau de Parfum 100 ml","","3","Perfumes","86","Perfume","2000011",""
"1589","100 ml","8411061934524","","1590","Perfume Carolina Herrera Feminino Eau de Toilette 100 ml","SIM","","perfume-carolina-herrera-feminino-eau-de-toilette-100-ml","Carolina Herrera Feminino Eau de Toilette 100 ml","","3","Perfumes","86","Perfume","2000011",""
"1590","100 ml","8411061607152","","1585","Perfume Carolina Herrera CH Women Feminino Eau de Toilette 100 ml","SIM","","perfume-carolina-herrera-ch-feminino-eau-de-toilette-100-ml","Carolina Herrera CH Women Eau de Toilette 100 ml","","3","Perfumes","86","Perfume","2000011",""
"1591","30 ml","8411061607176","","1591","Perfume Carolina Herrera CH Women Feminino Eau de Toilette 30 ml","SIM","","perfume-carolina-herrera-ch-feminino-eau-de-toilette-30-ml","Perfume Carolina Herrera CH Women Eau de Toilette 30 ml","","3","Perfumes","86","Perfume","2000011",""
"1592","50 ml","8411061934517","","1592","Perfume Carolina Herrera Feminino Eau de Toilette 50 ml","SIM","","perfume-carolina-herrera-feminino-eau-de-toilette-50-ml","Perfume Carolina Herrera Feminino Eau de Toilette 50 ml","","3","Perfumes","86","Perfume","2000011",""
"1593","50 ml","8411061607169","","1586","Perfume Carolina Herrera CH Women Feminino Eau de Toilette 50 ml","SIM","","perfume-carolina-herrera-ch-feminino-eau-de-toilette-50-ml","Perfume Carolina Herrera CH Women Eau de Toilette 50 ml","","3","Perfumes","86","Perfume","2000011",""
"1594","100 ml","8411061865408","","1552","Perfume Carolina Herrera 212 NYC Feminino Eau de Toilette 100 ml","SIM","","perfume-carolina-herrera-212-feminino-eau-de-toilette-100-ml","Carolina Herrera 212 NYC Feminino Eau de Toilette 100 ml","","3","Perfumes","86","Perfume","2000011",""
"1595","30 ml","8411061906651","","1553","Perfume Carolina Herrera 212 NYC Feminino Eau de Toilette 30 ml","SIM","","perfume-carolina-herrera-212-feminino-eau-de-toilette-30-ml","Carolina Herrera 212 NYC Feminino Eau de Toilette 30 ml","","3","Perfumes","86","Perfume","2000011",""
"1596","60 ml","8411061894026","","1554","Perfume Carolina Herrera 212 NYC Feminino Eau de Toilette 60 ml","SIM","","perfume-carolina-herrera-212-feminino-eau-de-toilette-60-ml","Perfume Carolina Herrera 212 NYC Eau de Toilette 60 ml","","3","Perfumes","86","Perfume","2000011",""
"1597","100 ml","8411061043868","","1555","Perfume Carolina Herrera 212 NYC Men Masculino Eau de Toilette 100 ml","NÃO","","perfume-carolina-herrera-212-men-masculino-eau-de-toilette-100-ml","Carolina Herrera 212 NYC Men Eau de Toilette 100 ml","","3","Perfumes","86","Perfume","2000011",""
"1598","200 ml","8411061853207","","1556","Perfume Carolina Herrera 212 NYC Men Masculino Eau de Toilette 200 ml","SIM","","perfume-carolina-herrera-212-men-masculino-eau-de-toilette-200-ml","Carolina Herrera 212 NYC Men Eau de Toilette 200 ml","","3","Perfumes","86","Perfume","2000011",""
"1599","30 ml","8411061853115","","1557","Perfume Carolina Herrera 212 NYC Men Masculino Eau de Toilette 30 ml","SIM","","perfume-carolina-herrera-212-men-masculino-eau-de-toilette-30-ml","Carolina Herrera 212 NYC Men Eau de Toilette 30 ml","","3","Perfumes","86","Perfume","2000011",""
"1600","50 ml","8411061896259","","1558","Perfume Carolina Herrera 212 NYC Men Masculino Eau de Toilette 50 ml","SIM","","perfume-carolina-herrera-212-men-masculino-eau-de-toilette-50-ml","Carolina Herrera 212 NYC Men Eau de Toilette 50 ml","","3","Perfumes","86","Perfume","2000011",""
"1601","100 ml","8411061865439","","1559","Perfume Carolina Herrera 212 Sexy Feminino Eau de Parfum 100 ml","SIM","","perfume-carolina-herrera-212-sexy-feminino-eau-de-parfum-100-ml","Perfume Carolina Herrera 212 Sexy Eau de Parfum 100 ml","","3","Perfumes","86","Perfume","2000011",""
"1602","30 ml","8411061865491","","1560","Perfume Carolina Herrera 212 Sexy Feminino Eau de Parfum 30 ml","SIM","","perfume-carolina-herrera-212-sexy-feminino-eau-de-parfum-30-ml","Perfume Carolina Herrera 212 Sexy Eau de Parfum 30 ml","","3","Perfumes","86","Perfume","2000011",""
"1603","60 ml","8411061865460","","1561","Perfume Carolina Herrera 212 Sexy Feminino Eau de Parfum 60 ml","SIM","","perfume-carolina-herrera-212-sexy-feminino-eau-de-parfum-60-ml","Perfume Carolina Herrera 212 Sexy Eau de Parfum 60 ml","","3","Perfumes","86","Perfume","2000011",""
"1604","100 ml","8411061865583","","1562","Perfume Carolina Herrera 212 Sexy Men Masculino Eau de Toilette 100 ml","SIM","","perfume-carolina-herrera-212-sexy-men-masculino-eau-de-toilette-100-ml","Carolina Herrera 212 Sexy Men Eau de Toilette 100 ml","","3","Perfumes","86","Perfume","2000011",""
"1605","30 ml","8411061906965","","1563","Perfume Carolina Herrera 212 Sexy Men Masculino Eau de Toilette 30 ml","SIM","","perfume-carolina-herrera-212-sexy-men-masculino-eau-de-toilette-30-ml","Carolina Herrera 212 Sexy Men Eau de Toilette 30 ml","","3","Perfumes","86","Perfume","2000011",""
"1606","50 ml","8411061865613","","1564","Perfume Carolina Herrera 212 Sexy Men Masculino Eau de Toilette 50 ml","SIM","","perfume-carolina-herrera-212-sexy-men-masculino-eau-de-toilette-50-ml","Carolina Herrera 212 Sexy Men Eau de Toilette 50 ml","","3","Perfumes","86","Perfume","2000011",""
"1607","125 ml","8411061878668","","1565","Perfume Carolina Herrera 212 Vip Feminino Eau de Parfum 125 ml","SIM","","perfume-carolina-herrera-212-vip-feminino-eau-de-parfum-125-ml","Perfume Carolina Herrera 212 Vip Eau de Parfum 125 ml","","3","Perfumes","86","Perfume","2000011",""
"1608","200 ml","8411061858844","","1566","Perfume Carolina Herrera 212 Vip Feminino Eau de Parfum 200 ml","NÃO","","perfume-carolina-herrera-212-vip-feminino-eau-de-parfum-200-ml","Perfume Carolina Herrera 212 Vip Feminino Eau de Parfum 200 ml","","3","Perfumes","86","Perfume","2000011",""
"1609","30 ml","8411061711774","","1567","Perfume Carolina Herrera 212 Vip Feminino Eau de Parfum 30 ml","SIM","","perfume-carolina-herrera-212-vip-feminino-eau-de-parfum-30-ml","Perfume Carolina Herrera 212 Vip Eau de Parfum 30 ml","","3","Perfumes","86","Perfume","2000011",""
"1610","50 ml","8411061711804","","1568","Perfume Carolina Herrera 212 Vip Feminino Eau de Parfum 50 ml","SIM","","perfume-carolina-herrera-212-vip-feminino-eau-de-parfum-50-ml","Perfume Carolina Herrera 212 Vip Eau de Parfum 50 ml","","3","Perfumes","86","Perfume","2000011",""
"1611","80 ml","8411061711767","","1569","Perfume Carolina Herrera 212 Vip Feminino Eau de Parfum 80 ml","SIM","","perfume-carolina-herrera-212-vip-feminino-eau-de-parfum-80-ml","Perfume Carolina Herrera 212 Vip Eau de Parfum 80 ml","","3","Perfumes","86","Perfume","2000011",""
"1612","100 ml","8411061043844","","1571","Perfume Carolina Herrera 212 Vip Men Black Masculino Eau de Parfum 100 ml","SIM","","perfume-carolina-herrera-212-vip-men-black-masculino-eau-de-parfum-100-ml","Carolina Herrera 212 Vip Men Black Eau de Parfum 100 ml","","3","Perfumes","86","Perfume","2000011",""
"1613","100 ml","8411061943625","","1570","Perfume Carolina Herrera 212 Vip Men Black Extra Masculino Eau de Parfum 100 ml","NÃO","","perfume-carolina-herrera-212-vip-men-black-extra-masculino-eau-de-parfum-100-ml","Perfume Carolina Herrera 212 Vip Men Black Extra Masculino Eau de Parfum 100 ml","","3","Perfumes","86","Perfume","2000011",""
"1614","100 ml","8411061970935","","1574","Perfume Carolina Herrera 212 Vip Men Black Red Masculino Eau de Parfum 100 ml","NÃO","","perfume-carolina-herrera-212-vip-men-black-red-masculino-eau-de-parfum-100-ml","Perfume Carolina Herrera 212 Vip Men Black Red Masculino Eau de Parfum 100 ml","","3","Perfumes","86","Perfume","2000011",""
"1615","200 ml","8411061870518","","1572","Perfume Carolina Herrera 212 Vip Men Black Masculino Eau de Parfum 200 ml","SIM","","perfume-carolina-herrera-212-vip-men-black-masculino-eau-de-parfum-200-ml","Carolina Herrera 212 Vip Men Black Eau de Parfum 200 ml","","3","Perfumes","86","Perfume","2000011",""
"1616","50 ml","8411061869406","","1573","Perfume Carolina Herrera 212 Vip Men Black Masculino Eau de Parfum 50 ml","SIM","","perfume-carolina-herrera-212-vip-men-black-masculino-eau-de-parfum-50-ml","Carolina Herrera 212 Vip Men Black Eau de Parfum 50 ml","","3","Perfumes","86","Perfume","2000011",""
"1617","100 ml","8411061723760","","1575","Perfume Carolina Herrera 212 Vip Men Masculino Eau de Toilette 100 ml","SIM","","perfume-carolina-herrera-212-vip-men-masculino-eau-de-toilette-100-ml","Carolina Herrera 212 Vip Men Eau de Toilette 100 ml","","3","Perfumes","86","Perfume","2000011",""
"1618","200 ml","8411061782347","","1576","Perfume Carolina Herrera 212 Vip Men Masculino Eau de Toilette 200 ml","SIM","","perfume-carolina-herrera-212-vip-men-masculino-eau-de-toilette-200-ml","Carolina Herrera 212 Vip Men Eau de Toilette 200 ml","","3","Perfumes","86","Perfume","2000011",""
"1619","50 ml","8411061869253","","1577","Perfume Carolina Herrera 212 Vip Men Masculino Eau de Toilette 50 ml","SIM","","perfume-carolina-herrera-212-vip-men-masculino-eau-de-toilette-50-ml","Carolina Herrera 212 Vip Men Eau de Toilette 50 ml","","3","Perfumes","86","Perfume","2000011",""
"1620","125 ml","8411061838778","","1578","Perfume Carolina Herrera 212 Vip Rosé Feminino Eau de Parfum 125 ml","SIM","","perfume-carolina-herrera-212-vip-rose-feminino-eau-de-parfum-125-ml","Perfume Carolina Herrera 212 VIP Rosé 125 ml | AMOBELEZA","","3","Perfumes","86","Perfume","2000011",""
"1621","30 ml","8411061781197","","1579","Perfume Carolina Herrera 212 Vip Rosé Feminino Eau de Parfum 30 ml","SIM","","perfume-carolina-herrera-212-vip-rose-feminino-eau-de-parfum-30-ml","Perfume Carolina Herrera 212 Vip Rosé Eau de Parfum 30 ml","","3","Perfumes","86","Perfume","2000011",""
"1622","30 ml","8411061945308","","1739","Perfume para Cabelo Carolina Herrera 212 Vip Rosé 30 ml","SIM","","perfume-para-cabelo-carolina-herrera-212-vip-rose-30-ml","Perfume para Cabelo Carolina Herrera 212 Vip Rosé 30 ml","","3","Perfumes","86","Perfume","2000011",""
